ipf	32
ipg	4
irb	1
ird	17
ire	2
irf	15
irp	1
irs	1
itm	6
ito	2
itp	57
iud	1
ius	5
iva	53
ivb	46
ivc	18
ivd	7
ive	6
ivl	11
ivp	4
ivy	3
ixa	1
ixb	1
ixc	1
ixd	1
jag	10
jak	39
jam	3
jar	2
jaw	272
jeb	16
jet	1
jew	18
job	102
jof	2
joy	1
jph	4
jra	1
jun	2
jup	3
jvc	2
kal	1
kan	1
kat	8
kaw	4
kbg	17
kcl	1
kdm	6
key	423
kfd	7
kfs	17
kid	38
kif	9
kii	1
kit	30
kmt	6
krt	88
kus	4
lab	256
lac	7
lag	2
lam	20
lao	1
lat	1
law	15
lax	2
lay	11
lbr	6
lca	5
lcc	1
lch	129
lcm	4
lct	5
ldb	2
ldh	11
ldl	178
led	34
leg	1222
lem	8
lep	2
let	100
lev	2
lgi	6
lgl	2
lid	7
lie	145
lin	2
lip	622
lit	7
lks	8
llb	2
lmm	2
lmx	8
lns	8
loa	13
loc	11
log	8
lor	3
los	1
lot	156
lou	1
low	2022
lpa	2
lpl	3
lpp	6
lri	1
lrp	26
lsd	1
lub	2
lvy	1
lyk	1
maa	1
mab	1
mac	2
mad	12
maf	1
mal	14
man	208
mao	3
map	26
mat	6
may	28403
mbd	1
mbl	5
mcc	17
mcd	16
mcg	21
mci	22
mcl	1
mcm	2
mct	2
mcv	6
med	29
mef	1
mek	3
men	1170
met	10
mfc	4
mfh	17
mfm	4
mfn	1
mgp	1
mhs	3
mht	5
mib	2
mic	8
mid	144
min	1
mir	5
mix	47
mjd	8
mlc	13
mld	10
mlh	7
mma	16
mmf	2
mmn	3
mmp	10
mmr	2
mnd	1
mnt	6
mnx	4
mom	1
mon	1
mop	1
mox	3
mpa	8
mpl	11
mpn	3
mpv	32
mpz	4
mra	16
mri	336
mrp	21
msa	13
msc	1
msg	2
msh	20
msn	1
msr	1
msx	6
mtm	5
mtr	4
mtx	1
muc	2
mud	1
mut	10
mva	5
mvd	35
mvk	5
mvp	27
myc	1
myd	17
myh	65
myo	10
naa	8
nag	3
nap	12
nav	17
nbn	4
ncf	15
nci	963
ncl	33
ncm	1
nct	12
nde	2
ndg	1
ndm	27
ndp	17
neb	3
ned	5
nee	1
nei	12
ner	2
net	58
neu	30
new	2602
nfu	4
ngf	9
nhe	7
nhl	1
nhm	1
nia	6
nih	620
nit	34
nix	1
nkh	1
nkx	1
nlm	9
nmd	2
nmh	7
nmo	18
nnp	2
nnt	3
nod	8
nog	5
non	701
nop	8
nov	5
npc	4
nph	5
npm	3
nra	13
nsd	9
ntd	2
nut	68
nyu	1
nyx	7
oak	1
oat	17
oca	10
ocd	6
ocp	4
oct	5
odd	9
ofd	21
ohf	8
ohp	1
oil	134
ois	1
old	234
omi	1
one	8198
opa	21
opn	17
opt	2
orc	3
ord	1
orf	19
org	4
oro	1
osa	5
ota	4
otc	23
oto	5
otx	2
ovo	1
owe	1
ows	1
oxo	1
pad	64
pah	19
pai	1
pan	1
pap	36
par	15
pas	480
pax	42
pay	88
pbb	3
pbd	1
pcd	77
pch	31
pci	8
pcl	2
pcp	3
pcr	12
pct	5
pcv	4
pda	56
pdc	2
pdd	10
pde	7
pdf	7
pdh	8
pdl	12
pdq	131
pdt	2
pea	57
peg	6
pen	5
per	286
pet	209
pex	9
pgk	5
pha	24
phe	2
phf	9
phn	4
php	4
pic	1
pid	8
pie	12
pig	18
pik	12
pin	14
pip	2
pit	47
piz	4
pji	2
pjs	10
pkd	103
pkp	1
pku	23
pla	8
plc	2
plg	2
plp	23
pls	19
pmd	6
pme	12
pml	26
pmm	20
pmp	8
pnh	11
pnp	3
pns	2
pof	12
poi	3
pol	34
pop	2
por	7
pot	35
pou	2
pox	16
ppk	2
ppm	12
ppo	1
pps	13
ppt	10
ppv	10
pre	38
prf	3
pro	22
prp	11
prx	3
psa	43
psc	20
psg	17
psp	17
ptc	1
pth	20
ptt	6
ptu	2
pug	1
put	252
puv	1
pvl	7
pws	28
pxd	1
pxe	18
qrs	1
qtc	2
quc	1
rab	19
rad	12
raf	15
rag	5
rai	4
ran	1
rar	5
rat	32
raw	78
ray	1112
rbc	15
rbm	16
rbp	2
rds	50
red	1406
ree	4
rem	12
ren	15
rep	12
ret	17
rev	1
rho	4
rib	448
rid	58
rim	1
rls	102
rna	96
rnc	3
rnf	8
rnu	2
rod	177
rom	1
ror	10
row	24
rpe	1
rpg	1
rpl	9
rps	23
rrb	1
rsk	1
rss	6
rst	1
rsv	4
rta	66
rub	31
rug	10
rum	1
run	247
rvh	4
rye	11
ryr	32
saa	3
sac	174
sad	25
sag	5
san	21
sap	8
sar	3
sat	4
saw	3
say	80
sbf	1
sbo	2
sca	149
scc	2
scd	131
scn	70
sco	3
sct	2
sdh	6
sea	9
sec	6
sed	5
see	1391
sep	1
set	606
sew	6
sex	519
sgo	5
shh	4
shy	4
sil	6
sin	8
sip	5
sir	1
sit	61
six	149
sjs	31
ski	7
sky	2
slc	181
sle	45
sly	1
sma	20
smb	2
smc	11
smn	24
snf	8
sod	8
sol	82
son	164
sox	43
soy	23
spa	1
spf	7
spg	14
spp	1
spr	12
sps	19
spt	5
srd	6
sry	20
ssa	12
std	22
stk	15
stn	2
stx	2
sub	17
sun	152
sve	3
swi	7
taa	2
tab	3
tae	1
taf	8
tag	56
tai	5
tan	29
tap	63
tar	36
tat	3
tau	14
tax	2
tay	62
taz	3
tbc	10
tbg	5
tbi	18
tbm	14
tbp	4
tbx	12
tcd	4
tcf	12
tdp	2
tea	22
tee	16
tef	20
teh	1
tek	7
ten	66
tep	1
ter	5
tet	12
tfr	4
tga	3
tgf	30
tgm	6
thc	1
tia	54
tic	51
tim	6
tip	231
tki	7
tlc	22
tlr	1
tmd	4
tmj	4
tnf	19
toe	629
ton	1
top	199
tor	7
tos	25
toy	7
tpa	2
tpi	2
tpm	16
tpn	1
tpo	2
tpp	4
try	369
tsc	46
tse	4
tsh	38
tsi	10
tsp	13
tst	3
ttc	2
ttd	1
ttn	16
ttp	71
ttr	4
tty	25
tub	21
tum	4
two	2335
tyr	2
uba	5
ube	18
udd	1
ugt	20
uhl	2
uhs	3
uid	1
unc	5
upb	3
upd	10
upf	1
upj	1
ups	118
usa	1
usc	1
use	4215
ush	7
usp	4
uti	115
utp	2
uva	7
uvb	15
uvc	2
van	50
vcp	3
vdr	7
ver	1
vet	2
vhf	3
vhl	52
via	29
vii	39
vin	3
vip	2
vkc	3
vma	1
vns	1
von	114
vps	10
vre	162
vrk	4
vsd	11
vto	1
vur	54
vwd	46
vwf	9
vzv	1
war	6
wax	5
way	1905
wbc	2
wdr	5
web	164
wet	71
wfs	11
who	5
wig	3
wit	1
wnk	23
wnt	24
wnv	3
wrn	6
wtx	1
xdh	2
xii	5
xla	18
xlh	9
xlp	19
xpc	1
xpd	1
xpg	1
xtc	1
xxx	24
xxy	3
xyy	22
yes	89
yet	345
yip	1
yup	3
zag	2
zap	12
zeb	10
zfp	2
zic	3
zig	8
zip	2
ziv	2
znf	1
zoo	2
zss	1
aadc	12
aarp	4
aase	1
aatd	7
abat	1
abca	40
abcb	44
abcc	24
abcd	10
abcg	4
abhd	4
able	474
abpa	3
abut	1
acad	6
acan	9
acat	5
ache	75
achr	13
achy	3
acid	1133
ackd	2
acml	1
acne	71
acod	1
acog	3
acox	2
acro	4
acsf	5
acta	20
actb	4
actg	3
acth	92
acvr	5
acyl	33
adam	26
adar	5
adcy	17
adem	19
adhd	23
adnp	8
adsl	2
aeds	6
agar	1
agat	3
aged	128
agid	3
agps	3
agtr	2
agxt	4
ahcy	3
ahfv	4
aide	13
aidp	2
aiha	2
aipl	1
aird	2
aire	5
airy	2
alad	3
aldh	21
aldp	1
alfa	22
alka	4
alli	6
alms	3
aloe	4
alox	2
alpl	10
also	11389
alsp	17
aman	2
amed	1
amhr	5
amla	1
ampd	5
anal	244
anca	2
anfh	2
ankh	16
anti	329
anus	266
apex	1
apoa	8
apob	11
apoe	6
apps	7
aprt	10
aptx	2
arab	8
arca	6
arch	61
ards	47
area	2137
arid	6
armc	5
army	1
arsa	4
arsb	3
arse	6
arvc	12
asah	6
asas	1
ascc	1
ascl	1
asds	9
asia	49
asks	7
aspa	3
aspm	1
atac	2
atgl	6
atom	78
atop	1
atos	1
atra	1
atrx	15
atxn	26
aula	2
aunt	2
aura	54
auto	7
avfs	4
avhf	1
avmd	6
avms	42
avpr	8
avws	3
away	715
awry	8
axis	15
axon	57
azfa	1
baby	981
back	1124
bald	1
ball	22
balm	7
band	77
bank	8
bare	6
barn	2
barr	113
bart	21
base	138
bath	34
baum	1
bche	3
bckd	1
bclc	7
bcor	8
bdnf	4
bead	12
beam	185
bean	162
bear	8
beat	163
beef	29
beer	26
beet	3
behr	8
beig	1
bell	26
belt	5
bend	33
bent	25
best	553
beta	768
beth	2
bfls	1
bfns	8
bfpp	1
bhan	2
bhds	6
bike	23
bile	565
bill	12
bind	123
bine	1
bird	31
birt	22
bite	126
blau	13
bleb	23
bled	1
bloc	1
blod	1
blot	1
blow	30
blue	176
blur	5
bmpm	2
bmpr	6
bmps	2
boar	1
boat	4
body	8579
bofs	6
boil	10
bola	4
bold	19
bomb	12
bond	2
bone	4788
bony	31
book	30
boop	18
boot	4
bork	2
born	482
bout	20
bowl	4
bpes	20
bppv	16
braf	53
bran	18
brca	105
bric	12
brim	3
brow	11
brwd	1
bscl	13
bsep	3
bsnd	2
bths	4
bubo	1
bucy	4
budd	9
bulb	28
bulk	9
bull	4
bump	114
burn	98
burp	12
bush	1
busy	2
bvmd	7
cabg	18
cach	1
cact	9
cafe	37
cage	71
caid	5
cake	17
calf	32
call	283
calm	12
calr	8
calv	9
came	11
camp	7
cane	25
cant	75
capd	1
capn	2
card	19
care	4364
cart	3
case	6917
cask	16
casq	9
casr	17
cast	6
cati	2
cava	12
cave	1
cbfb	5
cbla	1
cblb	1
cblc	10
cbld	6
cble	1
cblf	2
cblg	1
cblj	4
cblx	1
ccbe	6
cchd	21
cchf	13
cchs	18
ccms	4
ccpd	1
cdan	2
cdca	1
cdkl	13
cdkn	14
cdls	10
cdpx	4
cecr	3
cell	14671
cesd	1
cfhr	3
cftr	37
cgmp	2
chad	1
char	14
chat	31
chef	1
chek	4
chew	24
chhf	14
chin	121
chip	15
chiu	1
chlr	5
chmp	11
chop	21
chst	11
cidp	14
cipa	12
cipo	5
cisd	13
city	5
ckmb	1
clam	4
claw	10
clay	1
clcf	7
clcn	10
clip	14
clog	17
clot	815
clpp	2
clrn	2
club	17
clue	50
cmml	4
cmtx	4
cnbp	7
cnga	1
cngb	2
cnrm	1
coal	7
coat	75
cobb	2
cock	3
coda	2
code	10
cofs	8
coil	14
coin	2
cola	15
cold	350
cole	8
coli	48
colq	1
coma	149
comb	15
come	2794
comp	11
comt	5
cone	265
conn	1
cook	15
cool	24
copd	120
cope	96
copy	3004
cord	915
core	71
cori	1
cork	1
corn	50
cost	80
coup	1
coxa	62
cpap	29
cpeo	15
cpox	1
cpvt	12
crab	13
crac	4
crds	2
creb	2
cree	4
crfs	1
crib	3
cric	4
crlf	7
crmo	5
crop	7
crus	1
csid	6
cstb	7
ctdp	3
ctla	15
ctns	2
ctsa	7
ctsd	4
ctsf	6
cuba	2
cube	7
cubn	5
cuff	35
cult	1
cure	596
cute	1
cvid	35
cxcr	3
cyba	3
cybb	8
cyld	41
cyst	579
dada	1
daly	2
damp	9
dana	2
dand	1
dark	178
dars	3
dart	1
dash	83
dasi	1
data	37
date	91
dawn	5
dcma	17
dcor	1
dctn	2
dcxr	3
ddeb	5
ddon	9
dead	34
deaf	21
deal	29
debr	1
deck	8
decr	1
deep	307
deer	11
deet	9
deli	1
dend	3
dent	9
deny	1
dept	19
desk	3
dexa	1
dfmo	4
dfna	2
dfnb	7
dfnx	3
dfor	1
dfsp	6
dgtp	1
dhcr	5
dhea	2
dhpr	1
dhrd	4
dial	5
died	60
diet	1153
dipg	5
dirt	12
disc	37
dish	24
disk	28
dmpk	8
dmsa	2
dmso	1
dnah	2
dnai	2
dnmt	8
dock	16
dolk	11
doll	4
dome	9
done	1311
dont	127
doom	3
door	23
dopa	34
dorm	2
dose	453
down	5
doze	3
dpdx	1
dpyd	10
dpys	2
draw	23
drip	5
drop	198
drug	3851
drum	4
dsap	2
dspp	10
dtap	1
dtbe	2
dual	3
dube	14
duck	2
duct	507
duke	5
dull	18
duox	2
dupp	1
dura	6
dusk	5
dust	92
duty	6
dvts	3
dyke	2
dync	5
dysf	5
eact	1
earn	2
ease	54
east	28
easy	162
eats	11
echo	182
ecyt	6
edar	7
edge	37
edgy	1
eecp	1
eeev	1
efhc	9
egfr	42
egln	5
egrf	1
ehmt	7
eiee	2
ekvp	8
elli	18
else	170
emit	2
emts	2
enac	9
enam	8
endo	1
engl	3
enpp	9
eogt	5
epor	5
equi	1
erap	1
ercc	18
ercp	10
esas	1
esco	6
esrd	25
etfa	4
etfb	4
ethe	5
etmr	1
even	1299
ever	54
ewsr	10
exam	1072
exit	20
exon	6
eyed	15
face	944
fact	138
fade	24
fahn	10
fahr	6
fail	92
fair	49
fall	229
falx	2
fare	2
farm	12
fasd	1
fast	292
fava	6
fbln	5
fbxw	1
fcds	2
fear	95
fech	2
feed	55
feel	652
feil	43
fell	2
felt	36
fevr	5
fgfr	115
fhbl	10
fhcs	3
fied	1
fihp	10
file	3
fill	92
film	65
find	1423
fine	146
finn	2
fipa	14
fire	39
firm	51
fish	141
fist	43
fitz	4
five	192
fjhn	4
fkbp	8
fkrp	3
fktn	5
flag	3
flap	38
flat	206
flax	1
flcn	16
flea	4
flex	2
flip	4
flna	32
flnb	27
flnc	1
flop	4
flow	1059
fmrp	12
fmtc	2
foam	6
foar	1
fobt	10
foil	2
fold	149
folk	5
food	2057
foot	1158
fore	3
fork	2
form	4186
fort	1
foul	31
four	360
foxc	13
foxe	1
foxf	12
foxg	20
foxl	12
foxn	7
foxp	6
fras	12
fray	2
fred	4
free	284
frem	19
frmd	8
frog	2
fsgs	19
fshd	11
ftcd	4
ftdp	12
ftsd	3
fuca	3
fuel	12
full	256
fume	44
fund	11
fuse	29
gaba	14
gaci	13
gail	2
gain	264
gait	342
galc	1
gale	3
galk	3
gall	1
galt	12
game	20
gamt	4
gang	1
gard	20
gata	12
gatm	4
gave	6
gaza	1
gaze	29
gbbb	2
gcdh	4
gcps	7
gcsf	1
gdap	4
gdnf	1
gear	8
gefs	1
gene	13839
genu	103
gerd	29
germ	425
gfap	6
ghrh	4
gill	2
gina	2
girl	111
gist	37
give	519
glad	1
glct	3
gldc	4
glia	4
glra	3
glue	11
glut	31
gmap	2
gnai	4
gnaq	3
gnas	35
gnat	4
gnmt	3
gnrh	3
goal	443
goat	12
gold	12
golf	5
gone	49
good	398
gosr	2
gout	149
gown	2
gphn	3
grab	9
graf	82
gram	136
gray	63
grew	5
grey	6
grid	7
grip	11
grow	760
gsdi	8
gsdv	11
guam	3
guar	1
gucy	2
gulf	1
gunn	1
gusb	2
gwas	2
haaf	4
haan	1
haar	3
hadh	3
haim	2
hair	1164
hais	6
half	428
hall	23
halo	8
halt	15
hamp	3
hand	1387
hang	8
hapo	2
hard	472
hare	2
harm	142
harp	2
hars	2
haze	1
hazy	2
hboc	3
hccs	6
hcfc	4
hdac	9
hdgc	10
head	990
heal	104
hear	66
heat	159
heel	23
held	12
help	5181
heme	53
hemi	1
herb	18
hess	2
hesx	2
hexa	6
hexb	3
hftc	4
hgdh	6
hhrh	2
hiaa	1
hida	1
hide	13
hids	11
hies	31
high	3470
hike	1
hill	1
hint	5
hire	1
hive	22
hlcs	3
hlhs	6
hlts	1
hmbs	6
hoga	4
hogg	22
hold	142
hole	111
holt	33
home	503
hong	1
hook	3
hope	71
horn	31
hose	11
host	31
hour	572
hoxa	8
hoxb	9
hoxd	1
hpgd	1
hprt	9
hpse	4
hras	5
hrct	4
hsan	49
hsas	3
hscr	6
hsct	8
hspb	9
hspg	5
htlv	36
htra	7
huge	3
hugh	4
hump	4
hung	3
hunt	7
hurt	45
hyde	2
hypo	1
iaep	4
ibds	2
icca	1
icds	4
iced	5
icls	4
idea	19
idls	1
idua	14
igra	5
igvh	3
iiia	71
iiib	73
iiic	54
iiid	14
iiie	16
iiiv	3
ikap	3
ilds	2
ilra	2
impg	4
imrt	10
imts	3
inad	9
inch	120
infl	3
info	15
insr	7
iowa	6
ipex	20
irak	12
iran	3
irgm	2
iris	168
iron	818
iscu	3
isnt	31
ispd	2
issd	2
itch	32
item	48
itga	9
itgb	11
itpr	1
ivic	2
ivig	11
jama	1
jean	9
jell	2
jerk	24
jmml	24
jock	3
john	34
join	51
joke	1
jolt	5
jude	4
july	5
june	7
jung	2
junk	1
kank	3
kcna	3
kcnc	1
kcne	8
kcnh	4
kcnj	26
kcnq	30
kcnt	6
keep	887
kell	3
kept	28
keto	1
kfdv	3
kfsd	2
kgdh	1
khdc	5
kiaa	4
kick	3
kill	435
kind	305
king	2
kink	3
kiwi	6
klhl	7
klkb	2
klln	5
knee	317
knew	2
knob	2
knot	1
know	497
knox	7
kola	1
kong	1
kras	15
krit	2
kufs	17
kuru	12
lack	616
lacv	1
lacy	6
lada	12
ladd	11
lait	52
lake	8
lama	24
lamb	11
lamc	3
lamm	6
lamp	39
lamy	1
land	6
lane	1
lang	1
lard	7
lars	2
lash	4
last	522
late	471
lath	1
lave	1
lawn	4
laxa	63
lazy	4
lbsl	8
lcat	43
lcdd	4
lcis	2
lcmv	12
ldha	3
ldhb	3
ldlr	9
lead	2918
leaf	52
leak	141
leal	2
lean	26
left	410
legg	9
lekt	8
lemd	8
lens	291
lenz	16
lepr	3
leri	11
less	1371
letm	2
levi	2
levy	2
lewy	32
lfng	3
lgmd	11
lhon	15
lhrh	2
lias	1
lick	1
lieu	4
life	1847
lifr	9
lift	16
like	1342
lima	17
limb	901
lime	3
limk	4
limp	8
line	228
link	340
lint	1
lipa	6
lipc	3
liph	3
list	2774
live	405
lken	8
lled	1
llla	2
lmna	20
load	3
loan	8
lobe	124
lock	20
lofa	1
logo	16
loin	15
long	1863
look	3109
loop	14
lope	2
lose	325
loss	3226
lost	169
loud	60
love	4
lowe	13
loxo	2
lpar	3
lphs	6
lpin	5
lqts	2
lros	7
lrrk	8
ltbp	1
luhf	4
luis	2
lujo	15
luke	1
lump	314
lung	2966
lush	1
lvad	2
lvnc	2
lvrs	1
lyme	23
lyst	2
lztr	7
maat	5
mabs	1
mada	2
madb	3
made	1124
magt	3
mahi	2
maia	2
mail	16
main	469
make	2715
male	1223
mall	2
malt	15
mama	1
many	6151
maoi	4
mapk	4
mapt	10
mari	2
mark	30
masa	2
mask	69
masp	10
mass	227
mast	19
mate	2
math	7
matn	5
matr	3
mayo	4
maze	3
mcad	8
mcap	15
mccc	4
mcee	3
mchs	7
